AVL_INDEP_TIME,DATE,TIME,T_dem_E,SPEED,TORQUE,P,DC_Volt,DC_Curr,DC_Pow,SIG_Volt,SIG_Curr,SIG_Pow,MOTOR_mcu_eff,MOTOR_motor_eff,MOTOR_sys_eff,MOTOR_mcu_reg_eff,MOTOR_motor_reg_eff,MOTOR_sys_reg_eff,Freq_U,Freq_V,Freq_W,MCU_Inv_PWI,MCU_TM_PWO,MCU_Inv_TWI,mot_temp_1,L1L2_Volt,L1L3_Volt,L2L3_Volt,L1L2_Curr,L1L3_Curr,L2L3_Curr,INV_PF_SIGMA,C50_Int_Flow,Flux,Inv_Flux,ModulationIndex_cal,MCU_ModulationIndex,v2m_vehicleReq,v2m_controlModeReq,daxisCurrCmd,daxisCurrFbk,qaxisCurrCmd,qaxisCurrFbk,MotorTemp,Dummy1,Dummy2
34,2026/5/22,11:11:05,160,8000,152.8,127980,663.74,207.42,137669,449.05,193.01,135574,98.48,94.4,92.96,101.55,105.94,107.57,533.301,533.328,533.29,1.93,0.76,26.6,25.4,454.93,459.41,432.8,195.18,195.69,188.17,0.9,12.36,0.042429,0.0004,0.8676,0.9019,3,1,-256.5702,-257.1361,97.9123,97.6135,69.6,2356.97,1
38,2026/5/22,11:16:20,180,8000,157.4,131872,663.74,216.66,143798,450.55,222.13,141269,98.24,93.35,91.7,101.79,107.13,109.05,533.322,533.311,533.353,1.96,0.76,25.8,25.8,461.8,457.2,432.66,224.1,225.64,216.66,0.81,12.55,0.042164,0.0004,0.8706,0.9036,3,1,-301.1379,-300.8243,96.4655,96.3509,69.1,2371.61,1
158,2026/5/22,15:19:50,0,8500,-2.1,-1884,663.72,-0.17,-113,465.69,35.71,-618,483.33,313.1,1410.38,16.26,32.66,5.76,566.748,566.879,566.55,1.97,0.76,26.1,27.4,464.83,469.9,462.34,34.85,36.52,35.76,-0.02,12.6,0.043003,0.0004,0.8999,0.9049,3,1,-49.5789,-49.5649,0,-0.0909,50,2325.58,1
159,2026/5/22,15:20:02,20,8500,17.8,15838,663.71,26.83,17808,461.67,42.43,17251,96.87,91.78,88.91,103.23,108.97,112.49,566.681,566.483,566.657,1.98,0.76,26.1,27.5,461.32,466.89,456.79,41.71,43.73,41.84,0.51,12.62,0.042741,0.0004,0.892,0.8993,3,1,-56.5351,-56.4933,19,19.0477,50,2339.53,1
160,2026/5/22,15:20:16,40,8500,37.8,33651,663.71,54.27,36020,455.85,57.24,35370,98.19,95.18,93.46,101.84,105.07,107,566.643,566.708,566.694,1.98,0.76,26.1,27.4,455.88,462.28,449.39,56.85,58.88,56,0.78,12.6,0.042312,0.0004,0.881,0.9018,3,1,-72.4696,-72.1353,36,35.9045,50,2363.22,1
161,2026/5/22,15:20:28,60,8500,56.5,50334,663.7,80.24,53254,453.05,73.86,52496,98.58,95.9,94.53,101.44,104.28,105.78,566.663,566.668,566.686,1.98,0.76,26.2,27.4,453.35,459.9,445.89,73.66,75.63,72.3,0.91,12.59,0.041991,0.0004,0.8754,0.8991,3,1,-91.9913,-91.3386,49.9391,50.0284,50,2381.5,1
162,2026/5/22,15:20:40,80,8500,75.3,67001,663.7,106.44,70646,450.47,92.39,69725,98.7,96.08,94.82,101.32,104.08,105.46,566.641,566.701,566.645,1.98,0.76,26.2,27.4,452.09,457.75,441.56,92.34,94.48,90.37,0.97,12.62,0.041493,0.0004,0.8705,0.9059,3,1,-115.6754,-115.7447,62,61.6079,51,2410.03,1
163,2026/5/22,15:20:50,100,8500,95.2,84765,663.71,134.67,89385,448.48,114.25,88264,98.75,96.04,94.84,101.27,104.12,105.44,566.636,566.667,566.642,1.98,0.77,26.3,27.5,452.56,454.74,438.16,114.13,116.74,111.87,0.99,12.6,0.040544,0.0004,0.8665,0.8997,3,1,-144.9823,-145.2272,73,72.9618,53,2466.51,1
164,2026/5/22,15:21:00,120,8500,114.4,101830,663.73,162.58,107906,448.75,138.27,106502,98.7,95.62,94.37,101.32,104.58,105.97,566.649,566.628,566.661,1.97,0.76,26.3,27.6,455.31,455.79,435.13,138.63,141.12,135.07,0.99,12.63,0.039728,0.0004,0.8671,0.8999,3,1,-178.6842,-179.143,82,82.3577,56,2516.92,1
165,2026/5/22,15:21:11,140,8500,134,119308,663.72,192.34,127658,448.65,171.75,125848,98.58,94.8,93.46,101.44,105.48,107,566.674,566.667,566.668,1.98,0.76,26.4,27.5,457.4,457.41,431.15,173.05,174.96,167.25,0.94,12.61,0.039246,0.0004,0.867,0.9067,3,1,-227.2544,-227.0888,88.886,89.2988,61,2548.19,1
166,2026/5/22,15:21:22,160,8500,143.6,127839,663.71,210.71,139843,450.99,213.88,137401,98.25,93.06,91.43,101.78,107.46,109.37,566.65,566.659,566.677,1.98,0.77,26.4,27.5,465.18,455.25,432.54,215.09,217.74,208.79,0.82,12.62,0.038896,0.0004,0.8714,0.8972,3,1,-291.0439,-290.0661,88.7193,88.201,69.1,2571.23,1
1,2026/5/22,14:06:58,0,9000,-2.2,-2100,663.72,0.04,29,465.32,49.35,-526,-101.55,457.68,-687.77,-19.97,25.25,-1.31,600.044,600.045,599.955,1.97,0.75,26.6,24.9,464.88,470.36,460.71,48.28,50.4,49.38,-0.01,12.64,0.038237,0.0004,0.8992,0.9004,3,1,-68.885,-68.6844,0,0.1947,27.4,2615.03,1
2,2026/5/22,14:07:11,20,9000,18.2,17130,663.72,29.31,19454,462.41,54.6,18863,96.96,90.84,88.08,103.13,110.09,113.54,600.066,599.956,600.006,1.97,0.75,26.7,24.9,463.48,469.05,454.71,53.33,56.34,54.14,0.43,12.62,0.038258,0.0004,0.8935,0.902,3,1,-74.6018,-74.7869,18,18.146,28.2,2613.86,1
3,2026/5/22,14:07:24,40,9000,38,35829,663.71,58.07,38540,457.48,67.11,37853,98.22,94.65,92.97,101.81,105.65,107.57,600.005,599.984,600.01,1.97,0.75,26.7,25,458.03,465.93,448.49,66.31,69.26,65.75,0.71,12.68,0.038489,0.0004,0.884,0.904,3,1,-88.463,-88.533,34,33.6759,30,2598.16,1
4,2026/5/22,14:07:37,60,9000,57.5,54252,663.88,86.73,57579,453.83,83.23,56774,98.6,95.58,94.24,101.42,104.63,106.11,600.038,600.01,599.991,1.97,0.75,26.7,25,455.81,461.76,443.9,82.66,85.53,81.51,0.87,12.66,0.038399,0.0004,0.8767,0.899,3,1,-107.646,-107.4088,48,48.6395,32,2604.12,1
5,2026/5/22,14:07:50,80,9000,76.5,72065,663.71,114.67,76105,450.44,101.37,75130,98.72,95.92,94.69,101.3,104.25,105.61,599.965,600.026,600.024,1.97,0.75,26.8,25.1,453.84,457.97,439.52,101,103.82,99.28,0.95,12.68,0.038149,0.0004,0.8704,0.9012,3,1,-130.8596,-130.8949,60,59.9868,35,2621.26,1
6,2026/5/22,14:08:03,100,9000,96.6,91086,663.72,145.06,96282,448.86,123.39,95084,98.76,95.8,94.6,101.26,104.39,105.7,599.944,600.05,600.018,1.97,0.75,26.8,25.3,455.24,455.95,435.38,123.08,126.38,120.72,0.99,12.65,0.037525,0.0004,0.8673,0.9013,3,1,-160.5965,-160.4365,71,71.0177,39.6,2665.05,1
7,2026/5/22,14:08:18,120,9000,114.8,108254,663.73,173.17,114933,448.55,147.11,113458,98.72,95.41,94.19,101.3,104.81,106.17,600.021,599.994,600.015,1.97,0.75,26.8,25.3,459.6,454.03,432.01,146.76,150.87,143.7,0.99,12.67,0.037359,0.0004,0.8668,0.9034,3,1,-193.4783,-192.912,79.5131,79.4804,45.9,2676.5,1
8,2026/5/22,14:08:31,140,9000,133.9,126185,663.73,204.28,135582,448.89,183.95,133618,98.55,94.45,93.09,101.47,105.87,107.43,599.999,599.993,600.032,1.97,0.75,26.9,25.4,460.02,460.95,425.69,185.81,187.75,178.28,0.93,12.65,0.037635,0.0004,0.8673,0.9008,3,1,-246.9211,-247.6395,86,86.2963,53.5,2657.57,1
9,2026/5/22,14:08:43,150,9000,138.3,130404,663.75,213.05,141403,450.34,204.01,139145,98.4,93.72,92.22,101.62,106.7,108.44,599.99,599.969,599.946,1.97,0.75,27,25.4,465.96,467.67,417.38,207.8,208.21,196.03,0.87,12.65,0.037924,0.0004,0.8702,0.8955,3,1,-276.9649,-280.4211,86.0439,85.6104,63.9,2636.74,1
167,2026/5/22,15:22:41,0,9500,-2.2,-2234,663.71,-0.05,-34,465.45,47.9,-585,12072.5,406.65,55390.42,0.42,26,1.27,633.379,633.391,633.323,1.96,0.77,27,27.5,466.57,470.38,459.39,46.63,48.86,48.2,-0.02,12.57,0.038718,0.0004,0.8994,0.9012,3,1,-66.6226,-66.8355,0,0.116,71,2582.85,1
168,2026/5/22,15:22:52,20,9500,17.7,17606,663.71,30.21,20054,462.17,53.68,19451,96.99,90.55,87.83,103.1,110.44,113.87,633.269,633.324,633.446,1.96,0.77,27,27.5,464.62,468.33,453.55,52.27,55.37,53.4,0.45,12.52,0.038518,0.0004,0.8931,0.9041,3,1,-73.079,-73.1633,18,17.71,68,2596.17,1
169,2026/5/22,15:23:03,40,9500,37.3,37124,663.7,60.31,40027,456.7,67.28,39308,98.21,94.46,92.77,101.82,105.87,107.8,633.308,633.364,633.358,1.96,0.77,27,27.5,460.67,464.93,444.51,65.97,69.77,66.11,0.74,12.53,0.038488,0.0004,0.8826,0.9021,3,1,-88.4474,-88.8342,34,33.8946,66.8,2598.12,1
170,2026/5/22,15:23:13,60,9500,57,56717,663.71,90.79,60259,452.31,84.97,59389,98.56,95.52,94.14,101.46,104.69,106.22,633.308,633.303,633.301,1.96,0.76,27.1,27.6,457.43,459.84,439.7,84.02,87.57,83.26,0.89,12.5,0.037794,0.0004,0.8741,0.9003,3,1,-110.2895,-110.5532,48,48.4214,65.8,2645.97,1
171,2026/5/22,15:23:24,80,9500,75.1,74683,663.71,119.35,79216,449.7,103.89,78165,98.67,95.55,94.28,101.35,104.66,106.07,633.367,633.336,633.278,1.95,0.76,27.1,27.6,457.28,455.47,436.34,102.98,106.77,101.92,0.97,12.48,0.037321,0.0004,0.869,0.9002,3,1,-134.8421,-135.247,59.1579,59.1611,66,2679.3,1
172,2026/5/22,15:23:35,100,9500,94.6,94125,663.72,150.61,99961,448.62,127.5,98666,98.7,95.4,94.16,101.32,104.82,106.2,633.294,633.353,633.305,1.95,0.76,27.2,27.6,460.66,450.47,434.74,126.22,130.93,125.34,1,12.51,0.036239,0.0004,0.8669,0.9025,3,1,-167.2087,-167.101,69.2956,69.8245,67,2759.45,1
173,2026/5/22,15:23:45,120,9500,113.9,113254,663.71,182.59,121184,448.42,158.28,119522,98.63,94.76,93.46,101.39,105.53,107,633.344,633.346,633.312,1.94,0.76,27.2,27.6,462.47,451.81,430.98,157.79,162.31,154.73,0.97,12.47,0.035208,0.0004,0.8665,0.9003,3,1,-211.1465,-210.8067,77.2328,76.8465,70,2840.54,1
174,2026/5/22,15:23:55,140,9500,125.1,124490,663.71,204.59,135784,449.97,198.94,133520,98.33,93.24,91.68,101.69,107.25,109.07,633.324,633.331,633.323,1.94,0.76,27.2,27.6,467.39,447.19,435.33,198.4,203.43,194.99,0.86,12.45,0.034978,0.0003,0.8695,0.899,3,1,-271.5789,-272.0507,78.7368,78.4628,74.7,2858.75,1
175,2026/5/22,15:24:05,150,9500,124.9,124217,663.71,205.16,136163,450.4,204.79,133811,98.27,92.82,91.22,101.76,107.73,109.62,633.321,633.336,633.321,1.94,0.76,27.3,27.6,467.24,444.01,439.94,203.53,209.4,201.44,0.84,12.41,0.0347,0.0003,0.8704,0.902,3,1,-280.5877,-280.6163,77.8597,77.7551,83.3,2881.96,1
10,2026/5/22,14:09:09,0,10000,-2.3,-2388,663.72,0.2,134,465.21,58.36,-467,1627.3,567.48,5912.54,-41.44,19.78,-5.5,666.693,666.549,666.654,1.97,0.75,27.1,25.5,468.38,471.64,455.6,56.55,59.61,58.94,-0.01,12.65,0.035174,0.0004,0.8989,0.9016,3,1,-81.3772,-81.4782,0,0.1661,79,2843.09,1
11,2026/5/22,14:09:23,20,10000,18.8,19672,663.72,33.94,22524,462.03,63.78,21859,97.04,89.97,87.31,103.05,111.14,114.53,666.598,666.596,666.74,1.97,0.75,27.2,25.5,467.63,469.02,449.45,61.7,65.88,63.75,0.43,12.65,0.035164,0.0004,0.8928,0.8997,3,1,-87.5877,-87.876,18,18.2,77.7,2843.77,1
12,2026/5/22,14:09:35,40,10000,37.9,39630,663.72,64.68,42927,457.5,75.73,42174,98.25,93.94,92.3,101.78,106.45,108.35,666.593,666.714,666.721,1.97,0.75,27.2,25.5,463.85,465.66,443,73.91,78.53,74.78,0.7,12.64,0.035528,0.0004,0.8841,0.8996,3,1,-101.5877,-102.2128,33,33.1461,75,2814.87,1
13,2026/5/22,14:09:47,60,10000,56.4,59136,663.71,95.03,63072,452.81,91.68,62177,98.58,95.11,93.76,101.44,105.15,106.66,666.71,666.631,666.644,1.97,0.75,27.2,25.4,460.12,460.55,437.76,90.27,94.68,90.09,0.86,12.67,0.035334,0.0004,0.875,0.8969,3,1,-121.2544,-121.6082,46,46.1767,73,2830.06,1
14,2026/5/22,14:09:59,80,10000,76.1,79717,663.72,127.6,84691,449.62,111.89,83598,98.71,95.36,94.13,101.31,104.86,106.23,666.632,666.65,666.689,1.97,0.75,27.3,25.5,459.87,456.27,432.71,110.74,115.32,109.6,0.96,12.64,0.03462,0.0003,0.8689,0.9039,3,1,-147.7982,-147.0254,58,57.8188,72,2888.63,1
15,2026/5/22,14:10:10,100,10000,94.4,98803,663.73,158.48,105185,448.3,134.37,103814,98.7,95.18,93.94,101.32,105.07,106.46,666.641,666.673,666.659,1.97,0.75,27.3,25.4,463.01,446.92,434.97,132.55,137.87,132.68,1,12.64,0.034276,0.0003,0.8662,0.9019,3,1,-178.5175,-178.2254,67.4825,67.3616,73,2917.73,1
16,2026/5/22,14:10:24,120,10000,113.6,118941,663.71,192.6,127827,448.24,168.04,126037,98.6,94.37,93.05,101.42,105.96,107.47,666.652,666.671,666.665,1.96,0.75,27.3,25.5,465.3,446.88,432.54,166.71,172.33,165.07,0.97,12.62,0.033788,0.0003,0.8661,0.9028,3,1,-226.9035,-227.2486,75.1754,75.3633,76.4,2959.88,1
17,2026/5/22,14:10:37,140,10000,120.7,126450,663.72,208.38,138300,449.53,202.5,135984,98.33,92.98,91.42,101.7,107.55,109.38,666.682,666.703,666.632,1.96,0.75,27.4,25.5,467.86,436.89,443.84,199.99,207.19,200.34,0.86,12.63,0.033797,0.0003,0.8687,0.9062,3,1,-278.2832,-277.8306,75.2832,75.2933,83,2958.46,1
176,2026/5/22,15:26:37,0,10500,-2.3,-2540,663.71,0.13,88,465.27,57.66,-531,-287.38,506.12,-1677.55,-23.41,20.34,-4.11,699.914,699.895,699.99,1.85,0.75,27.1,27.5,469.75,471.37,454.69,55.78,58.8,58.38,-0.01,12.01,0.035403,0.0004,0.8991,0.9018,3,1,-80.2456,-80.7895,0,-0.3553,63,2824.57,1
177,2026/5/22,15:26:47,20,10500,18.5,20286,663.71,35.07,23275,461.57,63.62,22578,97.01,89.87,87.18,103.09,111.29,114.72,699.962,700.004,700.136,1.85,0.75,27,27.5,469.54,468.53,446.63,61.25,65.84,63.78,0.44,12.02,0.035182,0.0004,0.892,0.9023,3,1,-87.0877,-87.4737,18,18.0121,62,2842.21,1
178,2026/5/22,15:26:57,40,10500,37.5,41295,663.72,67.47,44778,456.24,76.66,43964,98.18,93.92,92.21,101.85,106.48,108.45,700.005,700.035,699.94,1.85,0.75,27,27.5,465.15,463.1,440.47,74.64,79.42,75.91,0.73,11.98,0.035304,0.0004,0.8816,0.9022,3,1,-102.7456,-102.5451,33,33.0451,62,2832.63,1
179,2026/5/22,15:27:08,60,10500,56.6,62208,663.71,100.29,66564,451.67,94.23,65612,98.57,94.83,93.48,101.45,105.45,106.98,699.968,700.072,700.028,1.85,0.75,26.9,27.6,462.15,456.92,435.94,92.55,97.24,92.9,0.89,12.05,0.034619,0.0003,0.8727,0.9003,3,1,-124.9649,-124.3432,46,45.9558,62,2888.52,1
180,2026/5/22,15:27:19,80,10500,75.1,82563,663.72,132.56,87985,449.04,114.77,86821,98.68,95.09,93.84,101.34,105.16,106.57,699.936,700.003,700.034,1.85,0.75,26.8,27.6,463.54,448.85,434.73,112.75,118.07,113.48,0.97,12.01,0.033632,0.0003,0.8677,0.904,3,1,-152.2895,-152.1491,57,56.8714,63,2973.76,1
181,2026/5/22,15:27:30,100,10500,93.8,103171,663.72,166.04,110205,447.32,141.03,108708,98.64,94.93,93.64,101.38,105.35,106.8,699.999,700.017,699.989,1.85,0.75,26.8,27.6,464.17,443.04,434.74,139.02,144.74,139.36,0.99,11.99,0.032565,0.0003,0.8643,0.9042,3,1,-189.0263,-189.2132,66.0439,66.5889,66,3070.49,1
182,2026/5/22,15:27:41,120,10500,108.7,119489,663.59,197.99,131357,449.34,192.59,128996,98.21,92.56,90.9,101.83,108.05,110.03,700.116,700.17,700.114,1.85,0.75,26.7,27.7,491.23,381.19,475.62,179.86,201.74,196.17,0.86,11.99,0.031502,0.0003,0.869,0.9119,3,1,-264.7193,-264.9219,69.4298,70.0935,71.4,3175.66,1
183,2026/5/22,15:27:51,130,10500,109.8,120538,663.7,199.72,132536,450.47,196.32,130172,98.22,92.58,90.93,101.81,108.01,109.97,699.938,699.858,699.995,1.85,0.75,26.7,27.8,481.94,398.3,471.16,186.66,203.71,198.58,0.85,11.99,0.031489,0.0003,0.8706,0.9036,3,1,-270,-269.7768,69.5,68.9553,78.2,3175.99,1
18,2026/5/22,14:13:18,0,11000,-2.4,-2740,663.71,0.32,214,464.85,66.4,-426,-451.78,729.79,-2351.7,-67.94,15.93,-7.51,733.306,733.26,733.383,1.94,0.75,26.7,25.7,472.4,470.83,451.33,64.1,67.57,67.51,-0.01,12.52,0.032526,0.0003,0.8983,0.9051,3,1,-92.5088,-92.8053,0,-0.4382,61,3074.47,1
19,2026/5/22,14:13:33,20,11000,18.2,20920,663.72,36.44,24188,461.85,71.41,23498,97.14,89.01,86.46,102.95,112.37,115.68,733.407,733.334,733.335,1.95,0.75,26.6,25.7,471.42,467.35,446.62,68.91,73.44,71.89,0.41,12.5,0.032527,0.0003,0.8924,0.9017,3,1,-98.5088,-98.1888,17,17.233,60,3074.56,1
20,2026/5/22,14:13:45,40,11000,37.7,43385,663.72,71.21,47266,456.37,83.83,46433,98.24,93.41,91.77,101.79,107.05,108.97,733.375,733.304,733.324,1.94,0.75,26.5,25.8,467.83,463.11,438.17,81.39,86.83,83.26,0.7,12.5,0.032772,0.0003,0.8818,0.9011,3,1,-113.5526,-112.9835,32,32.5728,60,3051.25,1
21,2026/5/22,14:13:58,60,11000,57.1,65728,663.73,106.16,70460,451.51,101.16,69446,98.56,94.64,93.28,101.46,105.67,107.21,733.351,733.349,733.33,1.95,0.75,26.5,25.8,465.99,455.54,433.01,98.9,104.57,100.02,0.88,12.52,0.032056,0.0003,0.8725,0.899,3,1,-135.5614,-136.1026,45,45.2253,61,3119.67,1
22,2026/5/22,14:14:11,80,11000,75.8,87344,663.72,140.67,93365,448.35,122.14,92126,98.67,94.78,93.52,101.35,105.51,106.93,733.353,733.331,733.306,1.94,0.75,26.4,25.9,466.21,438.68,440.16,119.16,124.9,122.35,0.97,12.53,0.031351,0.0003,0.8662,0.9051,3,1,-163.6316,-163.1856,56,55.8846,63,3189.79,1
23,2026/5/22,14:14:26,100,11000,94.9,109364,663.72,176.23,116964,446.58,151.84,115292,98.58,94.88,93.53,101.45,105.41,106.93,733.485,733.503,733.438,1.94,0.75,26.4,25.9,480.65,394.43,464.67,143.01,155.59,156.92,0.98,12.46,0.030402,0.0003,0.8628,0.9038,3,1,-205.1053,-205.5963,65,63.9146,68,3289.34,1
24,2026/5/22,14:14:39,120,11000,105.8,121937,663.67,201.8,133909,449.58,195.64,131526,98.22,92.73,91.08,101.81,107.85,109.8,733.584,733.466,733.562,1.94,0.75,26.4,25.9,488.17,382.47,478.1,183.75,203.69,199.48,0.87,12.5,0.030437,0.0003,0.8685,0.9013,3,1,-269.6726,-270.3626,66.9292,66.4007,74.2,3285.57,1
184,2026/5/22,15:31:47,0,11500,-2.5,-2980,663.72,0.29,195,464.85,66.39,-473,-724.52,663.72,-3785.13,-48.8,15.92,-6.48,766.54,766.75,766.756,1.89,0.75,25.3,27.8,473.55,469.88,451.13,64.18,67.39,67.61,-0.01,12.16,0.03253,0.0003,0.8983,0.9028,3,1,-92.3913,-92.8807,0,0.0111,52,3073.97,1
185,2026/5/22,15:31:57,20,11500,17.9,21589,663.7,37.84,25112,461.37,71.88,24362,97.01,88.63,85.99,103.08,112.83,116.3,766.703,766.646,766.753,1.9,0.75,25.2,27.8,473.32,464.84,445.94,69.28,73.71,72.64,0.42,12.2,0.032347,0.0003,0.8915,0.9035,3,1,-99.0087,-99.3024,17,16.6588,52.7,3091.64,1
186,2026/5/22,15:32:08,40,11500,36.2,43647,663.71,71.98,47776,455.95,84.06,46910,98.18,93.03,91.34,101.85,107.49,109.48,766.7,766.659,766.596,1.91,0.75,25.2,27.8,469.11,459.43,439.31,81.62,86.67,83.89,0.71,12.26,0.032606,0.0003,0.8812,0.9009,3,1,-114.0086,-114.9009,31.0517,30.7341,53,3066.75,1
187,2026/5/22,15:32:19,60,11500,56.9,68584,663.71,111.04,73697,450.43,103.56,72633,98.56,94.41,93.05,101.47,105.92,107.47,766.74,766.611,766.644,1.91,0.75,25.2,27.8,465.36,443.76,442.16,101.17,105.59,103.93,0.9,12.31,0.031205,0.0003,0.8705,0.9026,3,1,-139.2281,-138.897,44.7807,44.6565,55,3204.63,1
188,2026/5/22,15:32:29,80,11500,75,90388,663.72,145.86,96808,448.23,125.4,95476,98.62,94.68,93.37,101.4,105.63,107.11,766.696,766.703,766.76,1.92,0.76,25.2,27.8,468.15,428.58,447.95,121.71,127.52,126.96,0.98,12.32,0.030315,0.0003,0.8657,0.9032,3,1,-168.8684,-168.1968,55,55.1565,58,3298.65,1
189,2026/5/22,15:32:39,100,11500,94.3,113612,663.7,185.7,123233,447.24,164.37,121312,98.44,93.74,92.28,101.58,106.74,108.43,766.919,766.869,766.919,1.92,0.76,25.2,27.8,480.11,389.96,471.66,155.07,168.74,169.29,0.95,12.37,0.028479,0.0003,0.8636,0.9169,3,1,-223.5043,-221.3703,62.9826,63.7449,62,3512.43,1
190,2026/5/22,15:32:50,120,11500,97.9,117973,663.62,195.97,130029,448.15,191.51,127638,98.16,92.36,90.67,101.87,108.27,110.3,767.006,767.174,766.987,1.93,0.76,25.3,27.8,486.37,379.35,478.75,180.07,199.14,195.32,0.86,12.37,0.028464,0.0003,0.8667,0.9035,3,1,-264.6111,-262.2755,62.5,62.1782,67.9,3512.8,1
25,2026/5/22,14:17:57,0,12000,-2.5,-3122,663.73,0.63,414,464.75,73.59,-260,-161.9,219.15,-1227.62,40.47,7.93,-13.79,800.083,800.006,800.026,1.94,0.75,26.3,26,476.23,468.2,449.83,71.24,74.39,75.15,0,12.5,0.030163,0.0003,0.8981,0.8935,3,1,-102.386,-102.5321,0,0.7281,52,3315.47,1
26,2026/5/22,14:18:10,20,12000,17.4,21856,663.79,38.49,25550,462.1,78.53,24836,97.2,87.98,85.51,102.89,113.68,116.96,800.026,800.05,799.93,1.94,0.75,26.2,26,480.66,471.32,434.31,74.4,81.85,79.33,0.4,12.48,0.030172,0.0003,0.8929,0.902,3,1,-108.2456,-107.9051,16,16.1747,52,3314.61,1
27,2026/5/22,14:18:22,40,12000,36,45179,663.75,74.66,49551,454.95,90.16,48655,98.19,92.9,91.21,101.85,107.67,109.66,800.06,800.098,799.949,1.94,0.75,26.2,26,475.61,454.31,434.92,86.68,92.99,90.82,0.68,12.5,0.030637,0.0003,0.8791,0.906,3,1,-122.6783,-122.18,30,30.2094,53,3264.22,1
28,2026/5/22,14:18:35,60,12000,56.4,70874,663.74,114.96,76304,450.41,108.49,75212,98.57,94.23,92.88,101.45,106.13,107.67,799.919,800.043,800.043,1.94,0.75,26.2,26,465.45,441.13,444.64,106.01,110.14,109.32,0.89,12.5,0.029543,0.0003,0.8702,0.9025,3,1,-147,-146.9126,43.4386,42.9307,55,3385.06,1
29,2026/5/22,14:18:47,80,12000,75.3,94653,663.74,152.96,101524,448.12,131.84,100128,98.63,94.53,93.23,101.39,105.79,107.27,800.144,800.242,800.213,1.94,0.75,26.2,26,472.28,410.25,461.84,126.54,132.96,136.02,0.98,12.49,0.028558,0.0003,0.8659,0.904,3,1,-178.6842,-178.0589,54,54.3828,58,3501.53,1
30,2026/5/22,14:19:00,100,12000,92.6,116379,663.7,191.19,126874,447.54,169.89,124859,98.41,93.2,91.72,101.62,107.32,109.05,800.232,800.249,800.276,1.94,0.75,26.3,26,480.77,385.65,476.21,160.38,174.1,175.2,0.95,12.49,0.027456,0.0003,0.8648,0.9047,3,1,-232.6956,-233.3151,60.9913,61.0431,63.8,3643.08,1
31,2026/5/22,14:19:12,110,12000,94.1,118245,663.51,196.67,130466,446.24,189.5,128103,98.19,92.34,90.66,101.85,108.31,110.31,800.846,800.813,800.892,1.94,0.75,26.4,26,485.83,372,480.9,177.64,196.58,194.28,0.88,12.49,0.027414,0.0003,0.8623,0.899,3,1,-262.1053,-262.8595,60.1053,60.1851,71.9,3647.49,1
191,2026/5/22,15:36:23,0,12500,-2.4,-3132,663.75,0.67,440,465.98,74.05,-267,-126.56,12.7,-1107.24,96.41,9.28,-13.56,833.355,833.416,833.179,1.96,0.76,26.1,27.8,482.12,470.64,445.18,70.81,75.08,76.26,0,12.51,0.030154,0.0003,0.9004,0.8946,3,1,-102.4737,-101.3988,0,0.5554,51.7,3316.63,1
192,2026/5/22,15:36:33,20,12500,17.5,22917,663.77,40.64,26974,460.95,78.95,26128,96.88,87.81,85.06,103.23,113.91,117.58,833.365,833.347,833.206,1.96,0.76,26.1,27.9,476.89,455.28,450.69,76.6,79.59,80.65,0.41,12.53,0.030034,0.0003,0.8906,0.889,3,1,-109,-109.9849,16,17.2412,52,3330.08,1
193,2026/5/22,15:36:44,40,12500,36.1,47256,663.71,77.47,51413,454.67,91.88,50479,98.17,93.51,91.8,101.86,106.97,108.96,833.239,833.411,833.373,1.96,0.76,26.1,27.9,478.14,433.65,452.22,88.61,92.06,94.98,0.7,12.53,0.029992,0.0003,0.8781,0.9028,3,1,-125.1491,-124.8533,30,30.3274,53.2,3332.74,1
194,2026/5/22,15:36:56,60,12500,55.8,73001,663.73,118.87,78894,449.72,110.92,77685,98.47,93.99,92.55,101.56,106.44,108.1,833.428,833.548,833.481,1.96,0.76,26.2,27.9,472.71,418.61,457.83,106.97,111.16,114.64,0.9,12.54,0.02891,0.0003,0.8691,0.897,3,1,-150.1966,-151.2243,43,42.8909,56,3459.76,1
195,2026/5/22,15:37:06,80,12500,74.6,97721,663.72,158.64,105289,445.48,137.13,103723,98.51,94.37,92.97,101.51,106.07,107.68,833.828,833.827,833.693,1.96,0.76,26.2,28,471.65,399.38,465.42,131.06,138.35,141.97,0.98,12.55,0.027314,0.0003,0.8604,0.9017,3,1,-186.386,-186.6396,53,53.2821,60,3662.73,1
196,2026/5/22,15:37:19,100,12500,88,115531,663.52,191.78,127225,447.73,177.41,125004,98.26,92.57,90.96,101.77,108.13,110.05,834.185,834.218,834.246,1.95,0.76,26.3,27.9,476.85,386.15,480.18,168.15,181.71,182.35,0.91,12.51,0.026031,0.0003,0.8643,0.9211,3,1,-245.5175,-242.4816,57.3597,57.5519,65.5,3844.93,1
197,2026/5/22,15:37:29,110,12500,87.3,113948,663.32,191.06,126701,444.64,186,124272,98.08,91.63,89.87,101.96,109.17,111.31,834.107,834.183,834.1,1.96,0.76,26.4,28,483.77,366.18,483.98,174.07,192.72,191.21,0.87,12.51,0.025684,0.0003,0.8606,0.9054,3,1,-258.2193,-260.1233,56.2193,57.3147,73,3893.58,1
